host_genus_species	host_genus	host_sp	host_subsp	host_status_2021	host_order	host_fam	host_continent	zoo_loc2	same_continent	v_class	v_fam	v_sp	v_strain	seroprevalence	sample_size	sample_size_class	positive_sample	host_pop	collection_year_range	collection_firstyear	collection_lastyear	paper_ID	pub_year	paper_per_year	reviewer
Equus quagga chapmani	Equus	quagga	chapmani	NT	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	1994	2004	Abdelgawad et al, 2015	2015	1	JV
Equus zebra hartmannae	Equus	zebra	hartmannae	VU	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	30.3030303	33	<=50	10	captive	NA	1994	2004	Abdelgawad et al, 2015	2015	1	JV
Equus zebra hartmannae	Equus	zebra	hartmannae	VU	Perissodactyla	Equidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	45.45454545	33	<=50	15	captive	NA	1994	2004	Abdelgawad et al, 2015	2015	1	JV
Erythrocebus patas	Erythrocebus	patas		NT	Primates	Cercopithecidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Erythrocebus patas	Erythrocebus	patas		NT	Primates	Cercopithecidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Giraffa camelopardalis	Giraffa	camelopardalis		VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	10	<=10	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Giraffa camelopardalis	Giraffa	camelopardalis		VU	Cetartiodactyla	Giraffidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	10	<=10	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Hippopotamus amphibious	Hippopotamus	amphibious		VU	Cetartiodactyla	Hippopotamidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Hippopotamus amphibious	Hippopotamus	amphibious		VU	Cetartiodactyla	Hippopotamidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Okapia johnstoni	Okapia	johnstoni		EN	Cetartiodactyla	Giraffidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	8	<=10	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Okapia johnstoni	Okapia	johnstoni		EN	Cetartiodactyla	Giraffidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	8	<=10	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Papio hamadryas	Papio	hamadryas		LC	Primates	Cercopithecidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Ursus maritimus	Ursus	maritimus		VU	Carnivora	Ursidae	"North America; Europe; Asia"	Europe	yes	I	Herpesviridae	equine herpesvirus	1	0	7	<=10	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Ursus maritimus	Ursus	maritimus		VU	Carnivora	Ursidae	"North America; Europe; Asia"	Europe	yes	I	Herpesviridae	equine herpesvirus	9	0	7	<=10	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	8	<=10	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	8	<=10	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Alces alces alces	Alces	alces	alces	LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	I	Herpesviridae	equine herpesvirus	1	0	1	<=5	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Alces alces alces	Alces	alces	alces	LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Europe	yes	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	1988	2014	Abdelgawad et al, 2015	2015	1	JV
Panthera leo	Panthera	leo		VU	Carnivora	Felidae	Africa	Africa	yes	I	Herpesviridae	equine herpesvirus	1	0	17	<=50	0	wild	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Panthera leo	Panthera	leo		VU	Carnivora	Felidae	Africa	Africa	yes	I	Herpesviridae	equine herpesvirus	9	0	17	<=50	0	wild	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Panthera leo krugeri	Panthera	leo	krugeri	VU	Carnivora	Felidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	1	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Panthera leo krugeri	Panthera	leo	krugeri	VU	Carnivora	Felidae	Africa	Europe	no	I	Herpesviridae	equine herpesvirus	9	0	1	<=5	0	captive	NA	2009	2011	Abdelgawad et al, 2015	2015	1	JV
Herpailurus yagouaroundi	Herpailurus	yagouaroundi		LC	Carnivora	Felidae	North America, South America	South America	yes	VI	Retroviridae	feline leukemia virus		8.695652174	23	<=50	2	captive	2003-2007	2003	2007	Filoni et al, 2017	2017	1	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		0	4	<=5	0	captive	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		25	8	<=10	2	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		25	12	<=50	3	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	bluetongue virus		74.02597403	77	>50	57	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	epizootic haemorrhagic disease virus		0	4	<=5	0	captive	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	III	Reoviridae	epizootic haemorrhagic disease virus		0	67	>50	0	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		100	4	<=5	4	captive	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		90	10	<=10	9	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		100	14	<=50	14	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Bison bonasus	Bison	bonasus		NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	V	Bunyaviridae	schmallenberg virus		83.33333333	78	>50	65	wild	2013	2013	2013	Krzysiak et al, 2017	2017	2	JV
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Antidorcas marsupialis	Antidorcas	marsupialis		LC	Cetartiodactyla	Bovidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Axis porcinus	Axis	porcinus		EN	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	3	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Bison bison	Bison	bison		NT	Cetartiodactyla	Bovidae	North America	Asia	no	IV	Caliciviridae	hepatitis e virus		100	2	<=5	2	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Bubalus bubalis	Bubalus	bubalis		NA	Cetartiodactyla	Bovidae	"Africa; Europe; Asia; North America; South America; Oceania"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Capra falconeri	Capra	falconeri		NT	Cetartiodactyla	Bovidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	6	<=10	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Capra hircus	Capra	hircus		NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Asia	yes	IV	Caliciviridae	hepatitis e virus		66.66666667	3	<=5	2	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Capra hircus	Capra	hircus		NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Asia	yes	IV	Caliciviridae	hepatitis e virus		14.28571429	7	<=10	1	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Capreolus pygargus	Capreolus	pygargus		LC	Cetartiodactyla	Cervidae	"Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Caracal caracal	Caracal	caracal		LC	Carnivora	Felidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus canadensis	Cervus	canadensis		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Asia	yes	IV	Caliciviridae	hepatitis e virus		69.23076923	13	<=50	9	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus elaphus	Cervus	elaphus		LC	Cetartiodactyla	Cervidae	"Europe; Asia; North America"	Asia	yes	IV	Caliciviridae	hepatitis e virus		63.63636364	11	<=50	7	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus nippon nippon	Cervus	nippon	nippon	LC	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	6	<=10	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus nippon taiouanus	Cervus	nippon	taiouanus	LC	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		71.42857143	7	<=10	5	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus nippon yakusimae	Cervus	nippon	yakusimae	LC	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	11	<=50	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cervus nippon yezoensis	Cervus	nippon	yezoensis	LC	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		25	8	<=10	2	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Dama dama	Dama	dama		LC	Cetartiodactyla	Cervidae	Europe	Asia	no	IV	Caliciviridae	hepatitis e virus		42.85714286	14	<=50	6	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Elaphurus davidianus	Elaphurus	davidianus		EW	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	6	<=10	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Hemitragus jemlahicus	Hemitragus	jemlahicus		NT	Cetartiodactyla	Bovidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	14	<=50	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Hippotragus niger	Hippotragus	niger		LC	Cetartiodactyla	Bovidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Hydropotes inermis argyropus	Hydropotes	inermis	argyropus	VU	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Lynx lynx	Lynx	lynx		LC	Carnivora	Felidae	"Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		100	1	<=5	1	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Oryx dammah	Oryx	dammah		EW	Cetartiodactyla	Bovidae	"Asia; Africa"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	3	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ovis ammon musimon	Ovis	ammon	musimon	NT	Cetartiodactyla	Bovidae	Europe	Asia	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ovis aries	Ovis	aries		NA	Cetartiodactyla	Bovidae	"Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		20	5	<=5	1	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ovis canadensis	Ovis	canadensis		LC	Cetartiodactyla	Bovidae	North America	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ovis dalli	Ovis	dalli		LC	Cetartiodactyla	Bovidae	North America	Asia	no	IV	Caliciviridae	hepatitis e virus		0	5	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Panthera pardus	Panthera	pardus		VU	Carnivora	Felidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Panthera tigris altaica	Panthera	tigris	altaica	EN	Carnivora	Felidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Rucervus duvauceli	Rucervus	duvauceli		VU	Cetartiodactyla	Cervidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		12.5	8	<=10	1	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Tragelaphus angasii	Tragelaphus	angasii		LC	Cetartiodactyla	Bovidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Tragelaphus spekeii	Tragelaphus	spekii		LC	Cetartiodactyla	Bovidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	4	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Camelus dromedarius	Camelus	dromedarius		LC	Cetartiodactyla	Camelidae	"Africa; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	3	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Cercocebus torquatus	Cercocebus	torquatus		EN	Primates	Cercopithecidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Dolichotis patagonum	Dolichotis	patagonum		NT	Rodentia	Caviidae	South America	Asia	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Equus caballus	Equus	caballus		NA	Perissodactyla	Equidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Equus caballus przewalskii	Equus	caballus	przewalskii	EN	Perissodactyla	Equidae	"Asia; Europe"	Asia	yes	IV	Caliciviridae	hepatitis e virus		100	1	<=5	1	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Equus grevyi	Equus	grevyi		EN	Perissodactyla	Equidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Equus quagga burchellii	Equus	quagga	burchellii	EW	Perissodactyla	Equidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Giraffe camelopardalis reticulata	Giraffa	camelopardalis	reticulata	VU	Cetartiodactyla	Giraffidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		33.33333333	3	<=5	1	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Lama glama	Lama	glama		NA	Cetartiodactyla	Camelidae	South America	Asia	no	IV	Caliciviridae	hepatitis e virus		0	8	<=10	0	domestic	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Lama guanicoe	Lama	guanicoe		LC	Cetartiodactyla	Camelidae	South America	Asia	no	IV	Caliciviridae	hepatitis e virus		20	5	<=5	1	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Macropus parma	Macropus	parma		NT	Diprotodontia	Macropodidae	Oceania	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Macropus robustus	Macropus	robustus		LC	Diprotodontia	Macropodidae	Oceania	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Macropus rufus	Macropus	rufus		LC	Diprotodontia	Macropodidae	Oceania	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Meles meles	Meles	meles		LC	Carnivora	Mustelidae	Europe	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ursus americanus	Ursus	americanus		LC	Carnivora	Ursidae	North America	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ursus arctos arctos	Ursus	arctos	arctos	LC	Carnivora	Ursidae	"Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ursus arctos yesoensis	Ursus	arctos	yesoensis	LC	Carnivora	Ursidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ursus maritimus	Ursus	maritimus		VU	Carnivora	Ursidae	"North America; Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Ursus thibetanus	Ursus	thibetanus		VU	Carnivora	Ursidae	Asia	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Vulpes vulpes	Vulpes	vulpes		LC	Carnivora	Canidae	"Europe; Asia"	Asia	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Vulpes zerda	Vulpes	zerda		LC	Carnivora	Canidae	Africa	Asia	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2005-2010	2005	2010	Song et al, 2013	2013	2	JV
Addax nasomaculatus	Addax	nasomaculatus		CR	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Ammotragus lervia	Ammotragus	lervia		VU	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	8	<=10	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Bison bonasus bonasus	Bison	bonasus	bonasus	NT	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	5	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Bos taurus taurus hinterwald	Bos	taurus	taurus hinterwald	NA	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Bos taurus taurus limpurger	Bos	taurus	taurus limpurger	NA	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	4	<=5	0	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Bubalus depressicornis	Bubalus	depressicornis		EN	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Budorcas taxicolor taxicolor	Budorcas	taxicolor	taxicolor	VU	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Capra falconeri	Capra	falconeri		NT	Cetartiodactyla	Bovidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	18	<=50	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Capra hircus domestic bezoar	Capra	hircus	domestic bezoar	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	8	<=10	0	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Capra hircus domestic congo dwarf	Capra	hircus	domestic congo dwarf	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes	IV	Caliciviridae	hepatitis e virus		25	4	<=5	1	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Capra hircus domestic damara	Capra	hircus	domestic damara	NA	Cetartiodactyla	Bovidae	"Asia; Europe; Africa"	Europe	yes	IV	Caliciviridae	hepatitis e virus		25	4	<=5	1	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Capra ibex	Capra	ibex		LC	Cetartiodactyla	Bovidae	Europe	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	4	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Dama mesopotamica	Dama	mesopotamica		EN	Cetartiodactyla	Cervidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		8	25	<=50	2	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Gazella dorcas	Gazella	dorcas		VU	Cetartiodactyla	Bovidae	"Africa; Asia"	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Kobus ellipsiprymnus	Kobus	ellipsiprymnus		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Leptailurus serval	Leptailurus	serval		LC	Carnivora	Felidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Oreamnos americanus	Oreamnos	americanus		LC	Cetartiodactyla	Bovidae	North America	Europe	no	IV	Caliciviridae	hepatitis e virus		40	5	<=5	2	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Ovis aries cameroon	Ovis	aries	cameroon	NA	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	4	<=5	0	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Panthera onca	Panthera	onca		NT	Carnivora	Felidae	"North America; South America"	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Panthera pardus saxicolor	Panthera	pardus	saxicolor	VU	Carnivora	Felidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		66.66666667	3	<=5	2	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Uncia uncia	Panthera	uncia		VU	Carnivora	Felidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		60	5	<=5	3	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Syncerus caffer nanus	Syncerus	caffer	nanus	NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Tragelaphus eurycerus	Tragelaphus	euryceros		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	5	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Tragelaphus imberbis	Tragelaphus	imberbis		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		8.333333333	12	<=50	1	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Tragelaphus imberbis	Tragelaphus	imberbis		NT	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		7.142857143	14	<=50	1	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Tragelaphus strepsiceros	Tragelaphus	strepsiceros		LC	Cetartiodactyla	Bovidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Babyrousa babyrussa	Babyrousa	babyrussa		VU	Cetartiodactyla	Suidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	6	<=10	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Camelus bactrianus	Camelus	bactrianus		NA	Cetartiodactyla	Camelidae	Asia	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	domestic	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Canis lupus lupus	Canis	lupus	lupus	LC	Carnivora	Canidae	"Europe; Asia; North America"	Europe	yes	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Castor canadensis	Castor	canadensis		LC	Rodentia	Castoridae	North America	Europe	no	IV	Caliciviridae	hepatitis e virus		0	2	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Choeropsis liberiensis liberiensis	Choeropsis	liberiensis	liberiensis	EN	Cetartiodactyla	Hippopotamidae	Africa	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
Chrysocyon brachyurus	Chrysocyon	brachyurus		NT	Carnivora	Canidae	South America	Europe	no	IV	Caliciviridae	hepatitis e virus		0	1	<=5	0	captive	2000-2016	2000	2016	Spahr et al, 2017	2017	3	JV
